111,CA-2015-154165,17-02-2015,24-02-2015,Standard Class,DL-13315,Delfina Latchford,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,54.208,2015,,,,,,,,
112,US-2015-165589,18-02-2015,18-02-2015,Same Day,TB-21595,Troy Blackwell,Consumer,United States,Lubbock,Texas,79424,Central,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,2015,,,,,,,,
113,CA-2015-152905,18-02-2015,24-02-2015,Standard Class,AB-10015,Aaron Bergman,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,12.624,2015,,,,,,,,
114,CA-2015-109491,20-02-2015,26-02-2015,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Richmond,Indiana,47374,Central,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,2015,,,,,,,,
115,CA-2015-109491,20-02-2015,26-02-2015,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Richmond,Indiana,47374,Central,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,2015,,,,,,,,
116,CA-2015-164903,20-02-2015,24-02-2015,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Los Angeles,California,90049,West,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,12.96,2015,,,,,,,,
117,CA-2015-165540,21-02-2015,25-02-2015,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Woodstock,Illinois,60098,Central,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,8.85,2015,,,,,,,,
118,CA-2015-133354,22-02-2015,24-02-2015,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Moreno Valley,California,92553,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,19.44,2015,,,,,,,,
119,CA-2015-103744,23-02-2015,27-02-2015,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907,Central,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,6.936,2015,,,,,,,,
120,CA-2015-103744,23-02-2015,27-02-2015,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,4.428,2015,,,,,,,,
121,US-2015-137680,24-02-2015,02-03-2015,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Medford,Oregon,97504,West,OFF-PA-10000174,Office Supplies,Paper,\Message Book, Wirebound," Four 5 1/2\""\"" X 4\""\"" Forms/Pg.""","200 Dupl. Sets/Book\"",2015
122,US-2015-137680,2015-02-24,2015-03-02,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Medford,Oregon,97504,West,OFF-PA-10000069,Office Supplies,Paper,TOPS 4 x 6 Fluorescent Color Memo Sheets"," 500 Sheets per Pack""",22.776,2015,,,,
123,CA-2015-156545,27-02-2015,03-03-2015,First Class,JS-16030,Joy Smith,Consumer,United States,Columbus,Ohio,43229,East,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456,2015,,,,,,,,
124,CA-2015-104269,01-03-2015,06-03-2015,Second Class,DB-13060,Dave Brooks,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.568,2015,,,,,,,,
125,US-2015-143707,01-03-2015,05-03-2015,Standard Class,HR-14770,Hallie Redmond,Home Office,United States,New York City,New York,10035,East,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,5.94,2015,,,,,,,,
126,CA-2015-113880,01-03-2015,05-03-2015,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Elmhurst,Illinois,60126,Central,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,634.116,2015,,,,,,,,
127,CA-2015-113880,01-03-2015,05-03-2015,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Elmhurst,Illinois,60126,Central,OFF-PA-10003036,Office Supplies,Paper,"\Black Print Carbonless 8 1/2\""\"" x 8 1/4\""\"" Rapid Memo Book\""""",17.472,2015,,,,,,,,
128,CA-2015-131009,01-03-2015,05-03-2015,Standard Class,SC-20380,Shahid Collister,Consumer,United States,El Paso,Texas,79907,Central,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,18.84,2015,,,,,,,,
129,CA-2015-131009,01-03-2015,05-03-2015,Standard Class,SC-20380,Shahid Collister,Consumer,United States,El Paso,Texas,79907,Central,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,362.25,2015,,,,,,,,
130,CA-2015-131009,01-03-2015,05-03-2015,Standard Class,SC-20380,Shahid Collister,Consumer,United States,El Paso,Texas,79907,Central,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,63.552,2015,,,,,,,,
131,CA-2015-131009,01-03-2015,05-03-2015,Standard Class,SC-20380,Shahid Collister,Consumer,United States,El Paso,Texas,79907,Central,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,129.552,2015,,,,,,,,
132,CA-2015-168312,01-03-2015,07-03-2015,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,137.352,2015,,,,,,,,
133,CA-2015-168312,01-03-2015,07-03-2015,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Houston,Texas,77036,Central,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,376.509,2015,,,,,,,,
134,CA-2015-107524,02-03-2015,08-03-2015,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,New York City,New York,10009,East,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,11.36,2015,,,,,,,,
135,CA-2015-107524,02-03-2015,08-03-2015,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,New York City,New York,10009,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",36.4,2015,,,,,,,,
136,CA-2015-155852,03-03-2015,07-03-2015,Second Class,AJ-10945,Ashley Jarboe,Consumer,United States,Wilmington,North Carolina,28403,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456,2015,,,,,,,,
137,CA-2015-127964,03-03-2015,08-03-2015,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,9.99,2015,,,,,,,,
138,CA-2015-127964,03-03-2015,08-03-2015,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,125.76,2015,,,,,,,,
139,CA-2015-127964,03-03-2015,08-03-2015,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,2015,,,,,,,,
140,US-2015-127978,03-03-2015,08-03-2015,Standard Class,JS-15595,Jill Stevenson,Corporate,United States,Columbus,Ohio,43229,East,OFF-LA-10000305,Office Supplies,Labels,Avery 495,15.12,2015,,,,,,,,
141,US-2015-127978,03-03-2015,08-03-2015,Standard Class,JS-15595,Jill Stevenson,Corporate,United States,Columbus,Ohio,43229,East,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,302.45,2015,,,,,,,,
142,US-2015-127978,03-03-2015,08-03-2015,Standard Class,JS-15595,Jill Stevenson,Corporate,United States,Columbus,Ohio,43229,East,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,44.672,2015,,,,,,,,
143,CA-2015-130421,03-03-2015,07-03-2015,Standard Class,SC-20020,Sam Craven,Consumer,United States,Houston,Texas,77095,Central,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,176.772,2015,,,,,,,,
144,CA-2015-105648,03-03-2015,07-03-2015,Standard Class,EJ-14155,Eva Jacobs,Consumer,United States,San Diego,California,92037,West,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",626.352,2015,,,,,,,,
145,CA-2015-116239,04-03-2015,04-03-2015,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Columbia,South Carolina,29203,South,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,2015,,,,,,,,
146,CA-2015-117016,04-03-2015,09-03-2015,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Margate,Florida,33063,South,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",15.552,2015,,,,,,,,
147,CA-2015-169061,05-03-2015,08-03-2015,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,2015,,,,,,,,
148,CA-2015-169061,05-03-2015,08-03-2015,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,479.97,2015,,,,,,,,
149,CA-2015-169061,05-03-2015,08-03-2015,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,18.62,2015,,,,,,,,
150,CA-2015-169061,05-03-2015,08-03-2015,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,49.632,2015,,,,,,,,
151,CA-2015-169061,05-03-2015,08-03-2015,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,97.82,2015,,,,,,,,
152,CA-2015-156587,07-03-2015,08-03-2015,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",48.712,2015,,,,,,,,
153,CA-2015-156587,07-03-2015,08-03-2015,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103,West,OFF-AR-10001427,Office Supplies,Art,Newell 330,17.94,2015,,,,,,,,
154,CA-2015-156587,07-03-2015,08-03-2015,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10002344,Office Supplies,Storage,"\Carina 42\""\""Hx23 3/4\""\""W Media Storage Unit\""""",242.94,2015,,,,,,,,
155,US-2015-131982,07-03-2015,11-03-2015,Second Class,NP-18685,Nora Pelletier,Home Office,United States,Des Moines,Washington,98198,West,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,107.648,2015,,,,,,,,
156,CA-2015-104563,07-03-2015,12-03-2015,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,20.65,2015,,,,,,,,
157,CA-2015-104563,07-03-2015,12-03-2015,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10000934,Office Supplies,Storage,"\Contico 72\""\""H Heavy-Duty Storage System\""""",204.9,2015,,,,,,,,
158,CA-2015-104563,07-03-2015,12-03-2015,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103,West,FUR-CH-10002780,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,436.704,2015,,,,,,,,
159,CA-2015-104563,07-03-2015,12-03-2015,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",481.568,2015,,,,,,,,
160,US-2015-100279,10-03-2015,14-03-2015,Standard Class,SW-20275,Scott Williamson,Consumer,United States,Royal Oak,Michigan,48073,Central,OFF-PA-10002259,Office Supplies,Paper,\Geographics Note Cards, Blank, White," 8 1/2\""\"" x 11\""\""\""""",22.38,2015,,,,,
161,US-2015-140116,10-03-2015,17-03-2015,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Denver,Colorado,80219,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,636.408,2015,,,,,,,,
162,US-2015-140116,10-03-2015,17-03-2015,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Denver,Colorado,80219,West,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",83.168,2015,,,,,,,,
163,CA-2015-166884,11-03-2015,16-03-2015,Second Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,8.32,2015,,,,,,,,
164,CA-2015-166884,11-03-2015,16-03-2015,Second Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,10.464,2015,,,,,,,,
165,CA-2015-158337,11-03-2015,14-03-2015,Second Class,KA-16525,Kelly Andreada,Consumer,United States,New York City,New York,10024,East,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",108.92,2015,,,,,,,,
166,CA-2015-114790,11-03-2015,13-03-2015,Second Class,FM-14215,Filia McAdams,Corporate,United States,Richmond,Kentucky,40475,South,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",146.76,2015,,,,,,,,
167,CA-2015-114790,11-03-2015,13-03-2015,Second Class,FM-14215,Filia McAdams,Corporate,United States,Richmond,Kentucky,40475,South,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,32.96,2015,,,,,,,,
168,CA-2015-114790,11-03-2015,13-03-2015,Second Class,FM-14215,Filia McAdams,Corporate,United States,Richmond,Kentucky,40475,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,587.97,2015,,,,,,,,
169,CA-2015-114790,11-03-2015,13-03-2015,Second Class,FM-14215,Filia McAdams,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,14.94,2015,,,,,,,,
170,US-2015-103338,11-03-2015,15-03-2015,Standard Class,RB-19435,Richard Bierner,Consumer,United States,Roseville,California,95661,West,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,7.98,2015,,,,,,,,
171,CA-2015-157623,14-03-2015,18-03-2015,Standard Class,DK-13225,Dean Katz,Corporate,United States,Huntington Beach,California,92646,West,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10.56,2015,,,,,,,,
172,CA-2015-157623,14-03-2015,18-03-2015,Standard Class,DK-13225,Dean Katz,Corporate,United States,Huntington Beach,California,92646,West,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,2015,,,,,,,,
173,US-2015-125521,14-03-2015,19-03-2015,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Chesapeake,Virginia,23320,South,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92,2015,,,,,,,,
174,CA-2015-114510,14-03-2015,19-03-2015,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321,West,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,33.088,2015,,,,,,,,
175,CA-2015-114510,14-03-2015,19-03-2015,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,2015,,,,,,,,
176,CA-2015-114510,14-03-2015,19-03-2015,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321,West,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,82.8,2015,,,,,,,,
177,CA-2015-114510,14-03-2015,19-03-2015,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321,West,OFF-ST-10003221,Office Supplies,Storage,Staple magnet,21.36,2015,,,,,,,,
178,CA-2015-114510,14-03-2015,19-03-2015,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321,West,OFF-BI-10003007,Office Supplies,Binders,\Premium Transparent Presentation Covers, No Pattern/Clear," 8 1/2\""\"" x 11\""\""\""""",62.048,2015,,,,,,
179,CA-2015-152618,14-03-2015,17-03-2015,First Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60653,Central,TEC-MA-10003626,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,574.91,2015,,,,,,,,
180,CA-2015-152618,14-03-2015,17-03-2015,First Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60653,Central,OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,8.448,2015,,,,,,,,
181,CA-2015-100293,14-03-2015,18-03-2015,Standard Class,NF-18475,Neil Französisch,Home Office,United States,Jacksonville,Florida,32216,South,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,91.056,2015,,,,,,,,
182,CA-2015-149958,15-03-2015,19-03-2015,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776,2015,,,,,,,,
183,CA-2015-149958,15-03-2015,19-03-2015,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,2015,,,,,,,,
184,CA-2015-149958,15-03-2015,19-03-2015,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,7.218,2015,,,,,,,,
185,CA-2015-149958,15-03-2015,19-03-2015,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,43.188,2015,,,,,,,,
186,CA-2015-149958,15-03-2015,19-03-2015,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,131.904,2015,,,,,,,,
187,CA-2015-157609,16-03-2015,21-03-2015,Second Class,KN-16705,Kristina Nunn,Home Office,United States,Raleigh,North Carolina,27604,South,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,471.92,2015,,,,,,,,
188,CA-2015-118339,17-03-2015,24-03-2015,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,93.78,2015,,,,,,,,
189,CA-2015-118339,17-03-2015,24-03-2015,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",47.18,2015,,,,,,,,
190,CA-2015-118339,17-03-2015,24-03-2015,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-AR-10003829,Office Supplies,Art,Newell 35,19.68,2015,,,,,,,,
191,CA-2015-118339,17-03-2015,24-03-2015,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,53.4,2015,,,,,,,,
192,CA-2015-118339,17-03-2015,24-03-2015,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,35.88,2015,,,,,,,,
193,US-2015-148838,17-03-2015,21-03-2015,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,1579.746,2015,,,,,,,,
194,US-2015-148838,17-03-2015,21-03-2015,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,1071.576,2015,,,,,,,,
195,US-2015-148838,17-03-2015,21-03-2015,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,FUR-TA-10004175,Furniture,Tables,"\Hon 30\""\"" x 60\""\"" Table with Locking Drawer\""""",613.908,2015,,,,,,,,
